name
ROLE_ADMIN
ROLE_USER
ACT_DASHBOARD
ACT_MARCHAND
ACT_AGENT_MARCHAND
ACT_TRANSACTION
ACT_ECRITURE
ACT_COMMISSION
ACT_RETROCOMMISSION
ACT_TERMINAL
ACT_PACKAGE
ACT_MODE_PAIEMENT
ACT_SERVICE_PAIEMENT
ACT_COMPTE
ACT_REVERSEMENT
ACT_USERS
ACT_ENTITY_AUDITS
ACT_AUDITS
ACT_LOG
ACT_API
ACT_SECTEUR_ACTIVITE
ACT_CONF
ACT_METRICS
ACT_DIAGS
ACT_MARCHAND_CREER
ACT_MARCHAND_SOUSCRIRE
ACT_MARCHAND_EDITER_SOUSCRIPTION
ACT_MARCHAND_VALIDER_SOUSCRIPTION
ACT_MARCHAND_ACTIVER_CONTRAT_SERVICE
ACT_MARCHAND_DESACTIVER_CONTRAT_SERVICE
ACT_MARCHAND_ACTIVER_ESPACE_MARCHAND
ACT_MARCHAND_ACTIVER_ESPACE_MARCHAND_MANUEL
ACT_MARCHAND_DESACTIVER_ESPACE_MARCHAND
ACT_MARCHAND_VOIR
ACT_MARCHAND_EDITER
ACT_MARCHAND_AFFECTER_TERMINAUX
ACT_MARCHAND_VOIR_CONTRAT
ACT_AGENT_MARCHAND_CREER
ACT_AGENT_MARCHAND_VOIR
ACT_AGENT_MARCHAND_EDITER
ACT_TRANSACTION_IMPRIMER_PDF
ACT_TRANSACTION_IMPRIMER_XLS
ACT_TRANSACTION_IMPRIMER_CSV
ACT_TRANSACTION_VOIR
ACT_RETROCOMMISSION_CONFIG
ACT_SERVICE_PAIEMENT_CREER
ACT_SERVICE_PAIEMENT_EDITER
ACT_REVERSEMENT_CREER
ACT_MARCHAND_ANNULER_ACTIVATION_ESPACE_MARCHAND
ACT_ROLE_APP
ACT_MODE_PAIEMENT_CREER
ACT_MODE_PAIEMENT_EDITER
ACT_MODE_PAIEMENT_VOIR
ACT_PACKAGE_CREER
ACT_PACKAGE_EDITER
ACT_PACKAGE_VOIR
ACT_COMPTE_CREER
ACT_COMPTE_EDITER
ACT_RETROCOMMISSION_CONFIG_CREER
ACT_RETROCOMMISSION_CONFIG_EDITER
ACT_TERMINAL_CREER
ACT_TERMINAL_EDITER
AGENT_ADMIN
AGENT_GERANT
AGENT
DASH_USERS
DASH_PACKAGES
DASH_MARCHANDS
DASH_OPERATIONS
DASH_GRAPH_OPERATIONS_JOUR
DASH_GRAPH_OPERATIONS_MOIS
DASH_TABLE_DERNIERS_MARCHANDS
ACT_FORMULE
ACT_FORMULE_CREER
ACT_FORMULE_EDITER
ACT_FORMULE_SUPPRIMER
ACT_CONTRAT
ACT_SANBOX
ACT_SUPPORT
ACT_DICTIONNAIRE
ACT_FAQ
ACT_DOCS
ACT_IMPORT_EN_MASSE
ACT_VALIDER_EN_MASSE
ACT_ACTIVER_EN_MASSE
ACT_BLOQUER_TERMINAL
ACT_DEBLOQUER_TERMINAL
ACT_MARQUE_TERMINAL
ACT_MARQUE_TERMINAL_CREER
ACT_MARQUE_TERMINAL_EDITER
ACT_MARQUE_TERMINAL_SUPPRIMER
ACT_MODELE_TERMINAL
ACT_MODELE_TERMINAL_CREER
ACT_MODELE_TERMINAL_EDITER
ACT_MODELE_TERMINAL_SUPPRIMER
ACT_SIGNER_CONTRAT
ACT_ANNULER_SIGNER_CONTRAT
ACT_MARCHAND_ANNULER_SOUSCRIPTION
ACT_MARCHAND_REFUSER_SOUSCRIPTION
ACT_MARCHAND_INVALIDER_SOUSCRIPTION
